,label,sentence
2293,1, यो डिआइजी ले कहिले नि सहि उत्तर दिदैन पुलिस मध्ये को झुटो बोल्ने पुलिस हो ।
2294,0," रबि पछि जन्ता को बिश्वास मा परे का पत्रकार सुशील जि , लाई हेरे का छ्न ।"
2295,1, नेपाल प्रहरी ले प्रचण्ड को आदेश मा रबि लाई फँसाउन खोजे को धेरै पोइन्त्स् हरु छन ।
2296,1, यदी यसो भए मा सरकार पनि डगमगाउछ ठुलो बिडम्बिना हुन्छ ।
2297,0," सुशील पाण्डे जिन्दाबाद नेपाल का हिरो कुलमान , रबि , अपिल , सुशील ।"
2298,1," याे पाेखरेल खाते चाेर बर्दिकाे नाम मा कलङ्क हाे , , थुक्क , , , किरा पराेस ।"
2299,1," याे पाेखरेल खाते चाेर बर्दिकाे नाम मा कलङ्क हाे , , थुक्क , , , किरा पराेस ।"
2300,1, पर्त्य् को झो ले हरु रैछ तेहि भएर होला पत्राकार ले सोधे को कुनै पनि प्रस्न को ठिक उत्तर नै दिन नसके को ।
2301,1, पर्त्य् को झो ले हरु रैछ तेहि भएर होला पत्राकार ले सोधे को कुनै पनि प्रस्न को ठिक उत्तर नै दिन नसके को ।
2302,1, यो पुलिस न पहिला ठिक थियो न अहिले ठिक छ यस्तो लाई बोलाउनु हुदैन ?
2303,1, इ दुबै जना पाटी का झो ले हुन ।
2304,0," अाउनु भाे नेपाली सच्चा पत्रकार , , सुशील सर ।"
2305,0, प्रश्न सोधाई चाँहि शुशिल सर को साह्रै असल छ ।
2306,1, नेपाली पुलिस चोर हो खाते हरु कुकुर को ईज्जत् होला तर यी खाते पुलिस र नेता को छैन दलाल हरु ।
2307,1, अब नेपाल मा सोझो मान्छे हरु बज्नै गरो हुने भो ।
2308,0, सुशील पाण्डे लाई म दोर्सो रबि लामिछाने भन्न चाहन्छु उहाँ ले समय सान्दर्भिक कुरा हरु उठाउनु हुन्छ र उहाँ को अन्तर्वार्ता गर्ने शैली पनि अत्यन्तै मन पर्छ यहाँ रबि लाई फसाउन खोजिए कै हो ।
2309,0, सुशील पाण्डे लाई म दोर्सो रबि लामिछाने भन्न चाहन्छु उहाँ ले समय सान्दर्भिक कुरा हरु उठाउनु हुन्छ र उहाँ को अन्तर्वार्ता गर्ने शैली पनि अत्यन्तै मन पर्छ यहाँ रबि लाई फसाउन खोजिए कै हो ।
2310,1, सुशील पाण्डे लाई म दोर्सो रबि लामिछाने भन्न चाहन्छु उहाँ ले समय सान्दर्भिक कुरा हरु उठाउनु हुन्छ र उहाँ को अन्तर्वार्ता गर्ने शैली पनि अत्यन्तै मन पर्छ यहाँ रबि लाई फसाउन खोजिए कै हो ।
2311,1, यो पोखोरेल कहिलै पनि साचो बोल्दैन गुन्दा हो ।
2312,1, मै ले त आज रमेश खरेल लाई सम्जिय है यदी आज रमेश खरेल भए को भए रबि लामिछाने ले नय पाउने थिए कि कसो साथी हरु नालयक सरकार राजीनामा दिए भयो ।
2313,0, पत्रकार जि को प्रश्न सोध्ने शैलि एक्दम राम्रो !
2314,1, उत्तर दिन नसक्ने दिग् यो पनि रबिलाइ फसाउने गिरोह सङ्ग मिले को देखिन्छ !
2315,1, जाबो एउ टा विदेओ को बारे मा जवाफ दिन नसक्ने दिग् चोर साले !
2316,0," सुशील को प्रश्न राम्रो छ , यो 2 जना किन आए को जे छ त्यो बोल्न न सक्ने हैत ।"
2317,1," सुशील को प्रश्न राम्रो छ , यो 2 जना किन आए को जे छ त्यो बोल्न न सक्ने हैत ।"
2318,1, सुरज बस्नेत जस्तो कायर जो आफ्नो तर्क निडर भएर राख्न नसक्ने ब्यक्ति को ईन्तेर्विएw किन लिनु पर्यो ?
2319,0, सर को प्रसन गरेने सैलिचै सहि लाग्छ म लाई ।
2320,1, नेपाल प्रहरी पहिले सँसार मा नाम थियौ तर अहिले राजनीतिक नेताहरूकाे झाे ले कार्यक्रता हुना ले केही राम्रो प्रहरी पनि बदनाम हुदैछन ।
2321,1, मुला खुब ईङ्P भन्नलाइ दलाल गर्दै छ तलाइ किरा परोस ईङ्P खाना नपाउने गरि ।
2322,0, शशिल दाई को प्रश्न सोधाई चाहि मान्छु म ।
2323,1, यो जाठो पुलिस प्रसासन नै गतिलो छैन सब मिलिमतो काम चलाउछन भतुवा हरु ।
2324,1, यो जाठो पुलिस प्रसासन नै गतिलो छैन सब मिलिमतो काम चलाउछन भतुवा हरु ।
2325,1, यो जाठो पुलिस प्रसासन नै गतिलो छैन सब मिलिमतो काम चलाउछन भतुवा हरु ।
2326,1, सरकार हिम्मत छ भने रवि दाइ लाई फसायर देखा अनि थाहा हुन्छ के हुन्छ देश मा यसकाे मूल्य धेरै ठुलाे हुन्छ चेतना भय ।
2327,1, पुलिस सग भय को मोबाइल को भिडियो कसरि प्रत्रकार सग पुग्छ तेहि पनि जो रबि लाई मन नपराउने मान्छे सग यो सब रबि सरलाइ फसाउने खेल हो ।
2328,1, चितवन् को घुस्याहा स्प् मल्ल लाई तत्काल कारबाही गर ।
2329,0, पत्रकार वनेको यस्तो हुनु पर्x सव्य र वब्य सलाम xअ तपाईँ लाई पत्रकार ग् ।
2330,0, पत्रकार वनेको यस्तो हुनु पर्x सव्य र वब्य सलाम xअ तपाईँ लाई पत्रकार ग् ।
2331,0, पत्रकार वनेको यस्तो हुनु पर्x सव्य र वब्य सलाम xअ तपाईँ लाई पत्रकार ग् ।
2332,0, जय चन्द्र सुर्य जय रबि लामिछाने ।
2333,1, खाते भारत को कुरा गर्छस भारतिय दलाल ।
2334,0, सुशील सर को प्रश्न गरे को १००% सत्य तथ्य का साथ प्रस्तुति छ ?
2335,0, धन्यवाद सुशील सर चितवन जानू पर्यो ।
2336,1, नेपाल प्रहरी को नै गतिविधि ठिक लाग्दैन म लाई त ।
2337,1, गणतन्त्र मुर्दाबाद रिप राजा अाउ देश बचाउ ।
2338,1, चिंत्त बुझ्दो जवाफ पटक् कै आयन रबि लाई फसाउन प्रहरी समेत लागी परे को छ ।
2339,0, सुशील पान्दे सर को प्रस्न सोधने तरीका धेरै राम्रो लाग्छ ।
2340,1, नेता होईन झोले हरु ले गर्दा आज यो देस यो स्थिती मा पुगे को हो ।
2341,1, हाँ हाँ साले चोर भष्ट् हरू बिनालगानि को उधोग संन्चालन गरेर देश ख्रोक्रो पारेउ सब युवा बिदेश पलायन हुन बाध्यबनायेउ खाँअो खाँअो ... कति सजिलो छ गफ गरन ।
2342,1, हाँ हाँ साले चोर भष्ट् हरू बिनालगानि को उधोग संन्चालन गरेर देश ख्रोक्रो पारेउ सब युवा बिदेश पलायन हुन बाध्यबनायेउ खाँअो खाँअो ... कति सजिलो छ गफ गरन ।
2343,1, हाँ हाँ साले चोर भष्ट् हरू बिनालगानि को उधोग संन्चालन गरेर देश ख्रोक्रो पारेउ सब युवा बिदेश पलायन हुन बाध्यबनायेउ खाँअो खाँअो ... कति सजिलो छ गफ गरन ।
2344,1, तेरि मा डाकाहाे खाअाे खाअाे अपराधि हाे ।
2345,1, चुथ्थो काङ्रेस बुरुक्क उफ्रेर जित्न खोज्छ ।
2346,1, कठैबरा यो घडिचोर कति झुठो बोल्छ यस् का बाउ को नाम लिए पछि ।
2347,0, नेता को सम्पति छान बिन गर्ने र जेल हाल्नी हो भनी जेल सधै प्याक हुन्छ ।
2348,1, यिनि हरु सबै भ्रष्ट हुन हिजो जो चप्पल बजाउदै काठमाडौ छिरे को १०बर्ष मा काठमाडौ मा कसरी आलिसान भवन बन्छ ।
2349,1, यी चोर हरू ले देश को दोहन वा भ्रष्ट कसरि गर्दो रहेछ ।
2350,1, सबै चोर सबै भ्रष्ट ।
2351,1, सबै चोर सबै भ्रष्ट ।
2352,1, छाती ठोकेर भन्छु यसै कारण ले हो देश माग्ने भई सके को ।
2353,1," यी दुई चोर नेता हरू ले तर्क गरे को होइन , यी भ्रष्ट रुए को हुन , यिनि हरु को एक शब्द सहि बोले को छैन ।"
2354,1," यी दुई चोर नेता हरू ले तर्क गरे को होइन , यी भ्रष्ट रुए को हुन , यिनि हरु को एक शब्द सहि बोले को छैन ।"
2355,1," यी दुई चोर नेता हरू ले तर्क गरे को होइन , यी भ्रष्ट रुए को हुन , यिनि हरु को एक शब्द सहि बोले को छैन ।"
2356,1, यिनि हरु भन्दा निच मानिस कोहि छ‌ैन ।
2357,1, नेपाली यूबा हरु ले गमभिर रुप मा चोचने बेला आयो सबै पाटी का चोरै चोर सरकार सरकार का सबै अङग मिलेर खादा रैछन आवाज उठान जरुर भैसकयो चुप लागनु हुदैन ।
2358,1, नेपाली यूबा हरु ले गमभिर रुप मा चोचने बेला आयो सबै पाटी का चोरै चोर सरकार सरकार का सबै अङग मिलेर खादा रैछन आवाज उठान जरुर भैसकयो चुप लागनु हुदैन ।
2359,0, पत्रकार चै मन्नै पर्छ एकदम शही प्रस्न गर्नु भाछ ।
2360,0, एक दम सहि कुरा गर्नु भयो बालकृष्ण सर ले ।
2361,1, यिनी मा चिक्ने हरु लाई त जन्म कैद गर्ने मान्छे चाहिए को छ ।
2362,1, रामहरि खतिवडा झुठ बोलि रहनु भए को छ ।
2363,1, क्राङ्रेस यो नेता सबै भन्दा चोर हो ।
2364,1, यो पार्टी र उ पार्टी हैन सब चोर हुन भ्रष्ट देश बनाउने कम्युनिस्ट र काङ्ग्रेस नै हुन ।
2365,1, यो पार्टी र उ पार्टी हैन सब चोर हुन भ्रष्ट देश बनाउने कम्युनिस्ट र काङ्ग्रेस नै हुन ।
2366,1," नेता देखो की रननननन रिस उठ्छ , यी सब खान का लागि नेता बने का हुन !"
2367,1," नेता देखो की रननननन रिस उठ्छ , यी सब खान का लागि नेता बने का हुन !"
2368,1, डुङ्गडुङ गनाए को चोरहरुलाइ चार बर्ष पछि प्रधानमन्त्री हुन्छु र यी सबै प्रधानमन्त्री हरु देखि कर्मचारी हरु भष्टचारि लाइ टुडिखेल मा राखेर कन्चठ मा गोलि ठोक्छु ।
2369,1, यस्ता गद्दार नेता हरु लाई गलत्याएर फाल्नुपर्छ आम जनता मिलेर यस्ता पनि नेता हुन्छन् कुकुर जस्तो खान नपाए जस्तो लुछाचुडी ।
2370,1," कत्ती हॉस्नु , हॉसेरै मर्छ कि क्या हो जनता , दल का यी दुई कपुत हरू को कुरा सुनेर !"
2371,1, सबै भ्रष्टाचारी हुन हामी जनताकाे रस चुसेर बस्ने हुन ।
2372,1, सबै भ्रष्टाचारी हुन हामी जनताकाे रस चुसेर बस्ने हुन ।
2373,1, यस्ता प्रश्न म लाई नसोध्नु पो भन्छन् कुकुर जस्ता अलिकति पनि नेता को बुद्धि नैतिकता छैन ?
2374,1, सुशील सर दिनै कंग्रेस र कम्युष्ट लाई येसरि नै ल्येर बहस गरानु होला सुन्न मजा अाउदो रहेछ चोर चोर को पोल खोला खोल्ल हामी बिदेशि युवा सुनेर टाएम पास गरछै ।
2375,0, शुसिल जि राम्रो पत्रकार हुनुहुन्छ ।
2376,1, यो सबै चोर् हरु हो केइ हुनिवाला छैन ।
2377,1, यो सबै चोर् हरु हो केइ हुनिवाला छैन ।
2378,1, नेपाली को सबै नेता फटाहा छ्न भन्ने यो झगडा ले देखाउछ ।
2379,1, नेपाली को सबै नेता फटाहा छ्न भन्ने यो झगडा ले देखाउछ ।
2380,1, यो राजनितीक दल चोरैचोर छ्न सबै चोखिनु खोज्छन् ।
2381,1, सबै चोरै चोर हुन तर यो भिडियो अनुसार भ्रष्टाचार काग्रेस देखिए को छ किन कि रामहरि को भाषण ले बुझाउछ ।
2382,1, सबै चोरै चोर हुन तर यो भिडियो अनुसार भ्रष्टाचार काग्रेस देखिए को छ किन कि रामहरि को भाषण ले बुझाउछ ।
2383,1, येस्ता कु-सस्कार भ का नेता हरु पुरा प्रस्न पनि सुन्दैनन चित बुझ्दो जवफ पनि दिदैनन ।
2384,1, आज को सिस्टम नै गलत छ त्यसकारण भर्स्तचार अन्त्य समुनत मुलुक निम्ती दलाल ब्यस्था को अन्त्य अनिबार्य भयकोछ ।
2385,0, बालकृष्ण सर को कुरा एकदमै सहि छ ।
2386,1, लाज छैन अझै तेत्रो मान्छे लाई कार्बही गरे को छ यो सरकार ले ।
2387,1, थुई का जुन चोर उस् को ठूलो सोर भष्र्टचारै भष्र्टचार अझै लाज लाग्दै चोर हरु ठुला ठुला डा को गर्छ ।
2388,1, थुई का जुन चोर उस् को ठूलो सोर भष्र्टचारै भष्र्टचार अझै लाज लाग्दै चोर हरु ठुला ठुला डा को गर्छ ।
2389,1, टाइनटुई हाट मा लाग्यो दुई निष्कर्ष मा आउने केही होइन ।
2390,1, आनन्द पोखरेल जस्तो मान्छे पनि पार्टी को भ्रष्टाचारी नेता लाई जोगाउन मरिहत्ते गर्दा रहेछन ।
2391,1, आनन्द पोखरेल जस्तो मान्छे पनि पार्टी को भ्रष्टाचारी नेता लाई जोगाउन मरिहत्ते गर्दा रहेछन ।
2392,1, भ्रष्टाचारि हरुलाइ टुंडिखेल ल्याइ झुन्ड्याएर गोलि ठोक्नु पर्छ ।
2393,1, अख्तियार र अदालत त भ्रअस्त्रछअरि हरु को अखडा हो / ।
2394,1, सबै नेता चोर भर्ट जनता को खुन चुसने अनि ठुला ठुला कुरा गर्ने ।
2395,1, सबै चोरै चोर भये पछि ( का ले का ले मिलेर खाऊँ भाले ) कस ले कारबाही गर्ने ?
2396,1, वाउ भ्रष्टाचारि भए पछि छाेरा हरु लाई इज्जत बचाउन कस्ताे गाराे ।
2397,1, बालकृष्ण सरलाइ कम बोल्न दिए को मा खेद प्रकट गर्दछु ।
2398,1, आज को कार्यक्रम अति मजा आयो तर कुराबुजियना सबै जना लाई यकैचोटी बोल्न दिनुभयन ।
2399,1, यी सब भष्टचारी लाई टुडिखेल मा ल्येर गोलि ठोक्ने देश भक्ति चाँहिये को छ नेपाल मा. . ।
2400,1, थुइक सब का सब भ्रष्ट नेता हरु .. ।
2401,1, थुइक सब का सब भ्रष्ट नेता हरु .. ।
2402,1, यस्था भ्रष्ट नेता हरुलाइ सिधै इन्काउन्टर गर्न पाइन्छ कि नाइ ।
2403,1, भ्रष्टाचार भन्ने हाे भने राजनीतिकाे हात पक्का छ ।
2404,1, यो बेबश्था नै खारेज गरेर सबै कथित नेता हरु लाई जेल कोच्नु पर्छ ।
2405,1, यो बेबश्था नै खारेज गरेर सबै कथित नेता हरु लाई जेल कोच्नु पर्छ ।
2406,1, ठिक छ है यिनि हरु दुबै भ्रष्टाचार हुन तेहि भएर एक आर्क को पोल खोल्न बाध्य भए आखिर यस् को माने मा बुझिन्छ् की नेता जति सबै भ्रष्ट हुन्छन् भन्ने कुरा प्रमाण भयो ।
2407,1, ठिक छ है यिनि हरु दुबै भ्रष्टाचार हुन तेहि भएर एक आर्क को पोल खोल्न बाध्य भए आखिर यस् को माने मा बुझिन्छ् की नेता जति सबै भ्रष्ट हुन्छन् भन्ने कुरा प्रमाण भयो ।
2408,1, काङ्ग्रेस को नेता हरु काम बिगारने अनि बोल्नु नदिने ए नेता हो अब काम छैन ।
2409,1, काङ्ग्रेस को नेता हरु काम बिगारने अनि बोल्नु नदिने ए नेता हो अब काम छैन ।
2410,1, चोर भ्रस्ट नेता हरू मिडिया मा आएर बाँदर को बथान कराए को जस्तै कराइ रहन्छ ।
2411,1, पाकिस्तान को हालत गराउने भए इ भ्रष्टाचारी हजारौं राजा हरु ले ।
2412,1, चोर हरु लाजै नलाग्ने कुरा गर्छन् ।
2413,1, धेरै जान्ने बुझ्ने भए पछि फकत को बकबक गर्दोरहेछ ।
2414,1, थुक्क पोखरेल भन्ने माहाभ्रष्ट को कुतर्क ।
2415,1, थुक्क पोखरेल भन्ने माहाभ्रष्ट को कुतर्क ।
2416,1, नेपाली काँग्रेस ले जति सरकार कम्निषट ले चलाउन पाय को भय आज सम्म हामी ले नेपाली हौँ भन्न पाऊथीनौ होला ।
2417,1, नेता भनाउद हरु ले भ्रष्टाचार नगर्नेहो भने कर्मचारी हरु ले भ्रष्टाचार गर्न सक्ने कुरै आउदैन देश कर्मचारी जन्ता बिगार्ने यिनै चोर नेता हुन ?
2418,1, तँहरुलाइ तिमि भन्न लायक छैन तँ हरु कर्मचारी लाइ नितिगतै रुप मा लेखन लायर बॉडेर खाने चाहि को ?
2419,1, खास भ्रष्टाचार को नाइके भने कै तँ कुपात्र हरु हो 100%लाज नभ का कुमान्छे घटीया विलायक तल्लोस्तर का निच राजनितीक कुपात्र हरु . ।
2420,1, खास भ्रष्टाचार को नाइके भने कै तँ कुपात्र हरु हो 100%लाज नभ का कुमान्छे घटीया विलायक तल्लोस्तर का निच राजनितीक कुपात्र हरु . ।
2421,1, खास भ्रष्टाचार को नाइके भने कै तँ कुपात्र हरु हो 100%लाज नभ का कुमान्छे घटीया विलायक तल्लोस्तर का निच राजनितीक कुपात्र हरु . ।
2422,1, बिचरा येस्ता मुर्ख ले देश र जन्ता को निम्ति काम गर्छन रे ।
2423,0, पत्याउने हामी निर्य जन्ता ।
2424,1, तिमि हरु सबै ३ करोड नेपाली जनता को खुन र पसिना चुस्ने किर्ना हौं ।
2425,1," भ्रष्टाचार ले चुर्लुम्मै डुबे को देश नेपाल थुईक्क चोर , दलाल हरु ।"
2426,1, पोखरेल को भाइ त ठिक छैन खायो अनि नेता ले गर्दैन भनु पोखरेल लाई लाज छैन ।
2427,1, पोखरेल को भाइ त ठिक छैन खायो अनि नेता ले गर्दैन भनु पोखरेल लाई लाज छैन ।
2428,1, कस्ताे चित्न नबुजेकाे गधा हरूकाे कुरा पत्रकार् ले एस्ताे भन्दापनि लाजपचाएर बाेल्छन थुइक्क गधा हाे ।
2429,1, कस्ताे चित्न नबुजेकाे गधा हरूकाे कुरा पत्रकार् ले एस्ताे भन्दापनि लाजपचाएर बाेल्छन थुइक्क गधा हाे ।
2430,0, अधिवक्ता बालकृष्ण नेउपाने शहर को अन्तर्वार्ता 100 प्रतिशत सही सुशील पाण्डे पत्रकार लाई धेरैधेरै सलुट ।
2431,0, अधिवक्ता बालकृष्ण नेउपाने शहर को अन्तर्वार्ता 100 प्रतिशत सही सुशील पाण्डे पत्रकार लाई धेरैधेरै सलुट ।
2432,1, होइन यो देश मा भ्रस्टाचारी लाई पाता कस्ने आयोग छैन कि बिक्यो ?
2433,1, होइन यो देश मा भ्रस्टाचारी लाई पाता कस्ने आयोग छैन कि बिक्यो ?
2434,1," इ चोर हरु को कुरा सुन्दा त कुनेइ आयोग , मत्रालयनै चोखो रैनछ त ।"
2435,1, रामहरि जतिसुकै फुर्ति गरे पनि नेपाली कंग्रेस भ्रष्ट हुन ।
2436,1, यो रामहरी भन्ने जन्तु सेरबहादुर देउबा को नाम सुन्ने बितिकोइ बुरुक्क उफृन्छ जङलि ।
2437,1, यो रामहरी भन्ने जन्तु सेरबहादुर देउबा को नाम सुन्ने बितिकोइ बुरुक्क उफृन्छ जङलि ।
2438,1, यस्तो संबाद मा त्यो रामहरी खतिवडा को अर्का को कुरो सुन्ने धैर्यता खै ?
2439,1, विश्वराज पाेर्खेल धेरै झुटकाे खेति गरिरकाे छ ।
2440,1, यो पुलिस अफिसर लाई प्रस्न गर्नु मन लागो यदि उस्लाइ मार्दा उस् को परिवार लाई कस्तो हुन्छ भनेर अह्म्म छ तेस्लाइ उस् को बर्दि को ।
2441,1, यो पुलिस अफिसर लाई प्रस्न गर्नु मन लागो यदि उस्लाइ मार्दा उस् को परिवार लाई कस्तो हुन्छ भनेर अह्म्म छ तेस्लाइ उस् को बर्दि को ।
2442,1, याे चाेर मानवअधिकार बादी चाेर कालाे कांग्रेस को भतुवा के भनछ मुजि तालु ।
2443,1, याे चाेर मानवअधिकार बादी चाेर कालाे कांग्रेस को भतुवा के भनछ मुजि तालु ।
2444,1, याे चाेर मानवअधिकार बादी चाेर कालाे कांग्रेस को भतुवा के भनछ मुजि तालु ।
2445,1, याे चाेर मानवअधिकार बादी चाेर कालाे कांग्रेस को भतुवा के भनछ मुजि तालु ।
2446,1, यो बिस्वराज पोख्रेल भन्ने कुकुर लाइ कस् ले बनायो डि आइ जि गोलि लागेर मिर्तु होइन पहिला हातखुट्टा भाचिदिएर पछि गोलि हानी हत्या गरे को छर्लङ्ग छ साला नक्कली भिदन्त बनाउछ खाते ।
2447,0, सत्य सेवा सुरक्षणम आज झुट आक्रमण भक्क्षणम मेरो गणतन्त्र नेपाल ।
2448,1, झुठ बोल्लने सभै अप्राधी हुन्छन याॅहाॅ ।
2449,0," सुशील सर लाई देखे पछि उहाँ को कार्यक्रम नहेरी निद्रा नै लाग्दैन , , , लागिरहनुस हजुर सहि हुनुहुन्छ ।"
2450,0, सुशील दाइ सहि पत्रकारिता को अनुपम उदाहरण हजुर स्यलुट छ हजुर लाई ।
2451,0, सुशील दाइ सहि पत्रकारिता को अनुपम उदाहरण हजुर स्यलुट छ हजुर लाई ।
2452,1, हैन यो हाम्रोदेस नेपाल मा पुलिस ले काहाॅ राम्रो काम गरेकोछत ।
2453,1, पुलिस ले जे गल्ती गरे पनि आफ्नो गल्ती किन स्वीकार गर्न सक्दैन यस ले गर्दा पुलिस तर्फ को छवि गिरे को किन देख्दैन पुलिस भित्र हिरो बन्न खोज्ने धेरै छन ।
2454,1," एउ टा प्रहरी को प्रबकता ले घरि घरि झुट बोल्नु ठिक हुदैन , , यो घटना मा पनि 100% प्रहरी को गलत छ , ।"
2455,1," एउ टा प्रहरी को प्रबकता ले घरि घरि झुट बोल्नु ठिक हुदैन , , यो घटना मा पनि 100% प्रहरी को गलत छ , ।"
2456,1, यो साला पोखरेल नेपाल पोलीस बननालायक छैना यो सालाखाते नेता हरू को चमचा र झोल हो ।
2457,1, यो साला पोखरेल नेपाल पोलीस बननालायक छैना यो सालाखाते नेता हरू को चमचा र झोल हो ।
2458,1, यो साला पोखरेल नेपाल पोलीस बननालायक छैना यो सालाखाते नेता हरू को चमचा र झोल हो ।
2459,1," यो डिज् ले जहि ले झुट बोल्छ , ज्ञानेन्द्र साही लाई हिरासत मा कुटपिट यत्ना दियो , अझै दिए को छैन भन्ने झोले होलि वाइन ।"
2460,1," यो डिज् ले जहि ले झुट बोल्छ , ज्ञानेन्द्र साही लाई हिरासत मा कुटपिट यत्ना दियो , अझै दिए को छैन भन्ने झोले होलि वाइन ।"
2461,1, नसक्ने भयो बर्दी लाए को गुण्डा हरु संग अब तिमि हरु बाट के आश राख्ने होला ।
2462,0, सुशील जि धन्यवाद जन्ता को आवाज बि ले को मा ।
2463,1, म पनि कारा गार गा को हो हो नेपाल प्रहरी को दादा गिरी धेरै छ हामी ले नचोरे को न गराए को केश अनि नसोचे को कुरा हरु पनि पहुंच भ का हरू ले दर्ता गरे को आधार मा म लाई त लाई सार्वजनिक मुद्दा चलाउँछु भनेर कैद गरे नेपाल प्रहरी ले ।
2464,1, सर्लाही प्रहरी ले झुटो आफू बचेरा रिपोटिङ्ग गरे को छ सुचना यो सत्य तथ्य छान बिन गरेरा कामकारबाही हुनु पर्छ ।
2465,1, यस्तो नालायक मानवअधिकार दलाल लाई किन बोल को जो सङ्ग कुनै सुचना अनि केही प्रमाण नै छैन ।
2466,1, सरकारी संयन्त्र का प्रबक्ता हरु को काम भने कै झुट बोल्ने हो ।
2467,1, सुशील जि तपाईं को प्रस्न मा एकदम पूर्वाग्रहि भयो ।
2468,1, प्रस्न कडा गर्नुस तर एकदम पूर्वाग्रही भए को जस्तो लाग्यो ।
2469,1, नेपाल प्रहरी ले कहिले पनि साचो बोल्दैनन ।
2470,1, हाम्रो देश मा फाल्टु चिविल् मान्छे ले हत्यार बोकेर हिंड्न् पाउने छैन ।
2471,0, यो राडिकाे छोरा डीङ् को मुख देख्दा पनि यति रिस उठेर आउँछ सुशील सर हजुर लाई धेरै बधाई छ एकचोटि यो पागल र ज्ञानेन्द्र शाही लाई सङ्गै बनाएर अन्तर्वार्ता गराउनु पर्यो अनि के भन्छ यस ले गर्दा आज समग्र प्रहरी सस्था को बदनाम भयो ।
2472,0, यो राडिकाे छोरा डीङ् को मुख देख्दा पनि यति रिस उठेर आउँछ सुशील सर हजुर लाई धेरै बधाई छ एकचोटि यो पागल र ज्ञानेन्द्र शाही लाई सङ्गै बनाएर अन्तर्वार्ता गराउनु पर्यो अनि के भन्छ यस ले गर्दा आज समग्र प्रहरी सस्था को बदनाम भयो ।
2473,1, यो प्रहरी प्रबक्ता को काम छैन बर्दी फु का ले हुन्छ ।
2474,1," यो मुजि पोखरेल लठौरा एक नम्बर को झुते हो साले हरामि खुद , ज्ञानेन्द्र शाही , , जिउदै हुनु हुन्छ यातना दिएर खुट्टा भाचेर पनि , , हैन प्रहरी बाट कुनै यातना भा को छैन भन्दै बोल्ने झुटे मुजि पोखरेल को शिक्षा को कमि देखिन्छ  ।"
2475,1," यो मुजि पोखरेल लठौरा एक नम्बर को झुते हो साले हरामि खुद , ज्ञानेन्द्र शाही , , जिउदै हुनु हुन्छ यातना दिएर खुट्टा भाचेर पनि , , हैन प्रहरी बाट कुनै यातना भा को छैन भन्दै बोल्ने झुटे मुजि पोखरेल को शिक्षा को कमि देखिन्छ  ।"
2476,0, सलाम छ शुसिल पाण्डे सर तपाई लाई तपाइँ का ओजपूर्ण प्रश्न हरू को लागि ।
2477,1, येस्ता मानब अधिकार कर्मि को काम छइन ... ।
2478,1, पुलिस को गुण्डा गर्दी र राजनीतिक दल का झोले ले गर्दा देश मा भए का जनता ले सधैं दुःख पाइरहे का छन् यस्तो घिनलाग्दो सरकार को अन्त्य गरौं गरीब जनता खुलेर जिउनु पर्ने अधिकार सरकार ले मिलाहोस् ।
2479,1, पुलिस को गुण्डा गर्दी र राजनीतिक दल का झोले ले गर्दा देश मा भए का जनता ले सधैं दुःख पाइरहे का छन् यस्तो घिनलाग्दो सरकार को अन्त्य गरौं गरीब जनता खुलेर जिउनु पर्ने अधिकार सरकार ले मिलाहोस् ।
2480,1, पुलिस को गुण्डा गर्दी र राजनीतिक दल का झोले ले गर्दा देश मा भए का जनता ले सधैं दुःख पाइरहे का छन् यस्तो घिनलाग्दो सरकार को अन्त्य गरौं गरीब जनता खुलेर जिउनु पर्ने अधिकार सरकार ले मिलाहोस् ।
2481,1, अपराधीक डाँ का नेता हरू सत्ता मा अनि पुलिसप्रशासन तिनै अपराधी नेता को गुलाम बनेर गुन्डागर्दी र अपराध मा संलग्न भए पछि त्यो देश मा बिद्रोह हुने निश्चित छ ।
2482,1, अपराधीक डाँ का नेता हरू सत्ता मा अनि पुलिसप्रशासन तिनै अपराधी नेता को गुलाम बनेर गुन्डागर्दी र अपराध मा संलग्न भए पछि त्यो देश मा बिद्रोह हुने निश्चित छ ।
2483,1, बर्दी फुकालेर फाल नेपाल पुलिस ।
2484,1, केहो केहो काहाॅ बाट प्रात भयो भन्न लाज लाग्दैन यो चोर प्ररबक्ताता लाई यो पापी हो ।
2485,1, यो गधा ले झुट बोल्यो इन्काउटर को नाम मा मान्छे मार्न पाईन्छ मुठभेड भए को मान्छे को हात 3 ठाउ मा भाचिन्छ ।
2486,1," यी बमवाला पद लोलुप , हत्यारा , आतंककारी हरु ले कि हतियार समर्पण गरेर शान्तिपूर्वक वार्ता मा आउनु पर्छ , होइन भने यिन लाई पनि चाक मा बम लगाएर पड्काउनु पर्छ ।"
2487,1, यस्ता लाई प्रहरी को प्रबक्ता कुन चोर ले बनाए को हो यहि माथी छानबिन गरेर जेल कोच्नु पर्ने देखियो ।
2488,1, यस्ता लाई प्रहरी को प्रबक्ता कुन चोर ले बनाए को हो यहि माथी छानबिन गरेर जेल कोच्नु पर्ने देखियो ।
2489,1, यो कानुन नै गुन्डा नाइके तरफ जादै छ तेसै ले हत्य हिन्सा हुदै छ पुलिस भनेनी जनताला जरो आउदै छ झुट को सहारा लि दै छ्न इनि जन सेवक ।
